freebase_id,name,aliases
/m/07l8f,Tampa Bay Rays,"tampa bay rays,rays,bay,rays, tampa bay,tampa"
/m/043yj,Jackson,jackson
/m/0h1wz,M0H1Wz,m0h1wz
/m/045xx,Juventus FC,"juventus fc,fc,juventus,fc, juventus"
/m/06b0n3,sexploitation film,"sexploitation film,film, sexploitation,sexploitation,film"
/m/03nqnk3,Academy Fellowship Award,"award,fellowship,academy,award, academy fellowship,academy fellowship award"
/m/01dcqj,colorectal cancer,"colorectal cancer,cancer, colorectal,cancer,colorectal"
/m/025tdwc,T. Rajendar,"t. rajendar,t.,rajendar, t.,rajendar"
/m/0yyts,Driving Miss Daisy,"driving miss daisy,miss,daisy,driving,daisy, driving miss"
/m/0mm_4,Williamsburg,williamsburg
/m/02f77y,MTV Video Music Award for Best Pop Video,"mtv,music,for,pop,award,video, mtv video music award for best pop,video,mtv video music award for best pop video,best"
/m/0g7s1n,RCD Espanyol B,"espanyol,rcd,b,rcd espanyol b,b, rcd espanyol"
/m/04j4tx,The Killing Fields,"the,fields, the killing,fields,the killing fields,killing"
/m/0280mv7,John Bailey,"bailey, john,john,john bailey,bailey"
/m/03hfx6c,Arkansas Razorbacks football,"arkansas,football,razorbacks,football, arkansas razorbacks,arkansas razorbacks football"
/m/02chhq,Hilary and Jackie,"hilary,jackie,and,hilary and jackie,jackie, hilary and"
/m/02pbp9,Jeff Probst,"probst,probst, jeff,jeff probst,jeff"
/m/0gy4k,Foreign Correspondent,"foreign correspondent,correspondent,foreign,correspondent, foreign"
/m/027g6p7,cryptoxanthin,cryptoxanthin
/m/09m6kg,A Beautiful Mind,"a,mind, a beautiful,a beautiful mind,beautiful,mind"
/m/072x7s,Munich,munich
/m/04gycf,Joey Fatone,"fatone, joey,fatone,joey,joey fatone"
/m/018jz,baseball,baseball
/m/041h0,J. R. R. Tolkien,"j.,tolkien, j. r. r.,r.,tolkien,j. r. r. tolkien"
/m/01ksr1,Ryan Phillippe,"ryan,phillippe, ryan,phillippe,ryan phillippe"
/m/09q23x,Charlie Wilson's War,"war,war, charlie wilson's,wilson's,charlie,charlie wilson's war"
/m/0lgm5,Thelonious Monk,"monk, thelonious,thelonious,thelonious monk,monk"
/m/01zmqw,Ridgefield,ridgefield
/m/0466s8n,The Road,"road, the,the road,the,road"
/m/05c6073,electronic rock,"electronic rock,rock, electronic,rock,electronic"
/m/02d_zc,Colorado State University,"university,colorado,colorado state university,university, colorado state,state"
/m/0524b41,Game of Thrones,"game,game of thrones,thrones, game of,thrones,of"
/m/07bz5,The Lord of the Rings,"the lord of the rings,rings,the,lord,of,rings, the lord of the"
/m/01pbwwl,Anthony Newley,"anthony,newley,newley, anthony,anthony newley"
/m/02rfft,Epic Games,"epic games,games,games, epic,epic"
/m/02w59b,C.D. Guadalajara,"guadalajara,guadalajara, c.d.,c.d.,c.d. guadalajara"
/m/0bqr7_,G.S. Iraklis Thessalonikis (men's association football),"thessalonikis,g.s. iraklis thessalonikis (men's association football),iraklis,football),football), g.s. iraklis thessalonikis (men's association,(men's,g.s.,association"
/m/027hq5f,Tony Longo,"tony longo,longo, tony,longo,tony"
/m/025_64l,Tennessee Volunteers football,"tennessee volunteers football,football,football, tennessee volunteers,volunteers,tennessee"
/m/026xt5c,Daniel Haller,"daniel,daniel haller,haller, daniel,haller"
/m/0f2rq,Dallas,dallas
/m/0kt_4,Hamlet,hamlet
/m/0xckc,Livonia,livonia
/m/0kv9d3,The Painted Veil,"veil, the painted,painted,the,the painted veil,veil"
/m/02yr1q,Drake University,"drake university,university,university, drake,drake"
/m/0n58p,Union County,"county, union,union county,union,county"
/m/024_41,Grammy Award for Best Orchestral Performance,"for,grammy,performance, grammy award for best orchestral,award,performance,grammy award for best orchestral performance,best,orchestral"
/m/0fs9jn,Stephen McHattie,"stephen mchattie,stephen,mchattie,mchattie, stephen"
/m/037q2p,University of Detroit Mercy,"university of detroit mercy,university,mercy, university of detroit,mercy,detroit,of"
/m/03r8tl,Filmfare Award for Best Actor,"filmfare,actor,for,actor, filmfare award for best,filmfare award for best actor,award,best"
/m/0z2gq,Warren,warren
/m/0gk4g,myocardial infarction,"infarction, myocardial,infarction,myocardial,myocardial infarction"
/m/0168cl,Jimmy Buffett,"buffett,jimmy buffett,jimmy,buffett, jimmy"
/m/05_z42,The Colbert Report,"report, the colbert,the,the colbert report,colbert,report"
/m/027pwzc,1985 Major League Baseball season,"1985,baseball,1985 major league baseball season,league,season, 1985 major league baseball,major,season"
/m/02g9z1,Shohreh Aghdashloo,"aghdashloo,shohreh,shohreh aghdashloo,aghdashloo, shohreh"
/m/01w5gg6,Joe Strummer,"joe strummer,joe,strummer,strummer, joe"
/m/0mp3l,Charlottesville,charlottesville
/m/09v82c0,"Primetime Emmy Award for Outstanding Costumes for a Miniseries, Movie or a Special","outstanding,costumes,for,primetime,or,special, primetime emmy award for outstanding costumes for a miniseries, movie or a,a,award,miniseries,,primetime emmy award for outstanding costumes for a miniseries, movie or a special,movie,emmy,special"
/m/0g51l1,Arthur Rankin Jr.,"jr.,rankin,jr., arthur rankin,arthur,arthur rankin jr."
/m/01hrqc,Michael Stipe,"stipe, michael,stipe,michael stipe,michael"
/m/04cbbz,Rambo III,"rambo iii,iii,rambo,iii, rambo"
/m/09lxv9,Mars Attacks!,"mars,attacks!, mars,attacks!,mars attacks!"
/m/01cqz5,Chulalongkorn,chulalongkorn
/m/09prnq,Alain Johannes,"johannes,johannes, alain,alain johannes,alain"
/m/0219q,Cary Elwes,"elwes,cary elwes,cary,elwes, cary"
/m/01634x,Manchester City F.C.,"f.c., manchester city,manchester city f.c.,manchester,city,f.c."
/m/01q2nx,Deep Impact,"deep,impact,impact, deep,deep impact"
/m/052fbt,province of Milan,"milan, province of,milan,province of milan,of,province"
/m/024zq,Charles Mingus,"mingus,charles,charles mingus,mingus, charles"
/m/0534nr,Dave Goelz,"goelz,dave,goelz, dave,dave goelz"
/m/0qplq,Glendale,glendale
/m/0130xz,general,general
/m/052_mn,Main Hoon Na,"na, main hoon,na,main hoon na,hoon,main"
/m/029j_,DVD,dvd
/m/02ngbs,Texas Southern University,"university,university, texas southern,texas southern university,texas,southern"
/m/02b149,Carlisle United F.C.,"carlisle,united,carlisle united f.c.,f.c., carlisle united,f.c."
/m/087vnr5,The Other Guys,"guys,guys, the other,the,the other guys,other"
/m/019tzd,mountain biking,"mountain biking,mountain,biking,biking, mountain"
/m/07sqnh,Manisaspor,manisaspor
/m/09cm54,New York Film Critics Circle Award for Best Actor,"actor,circle,for,actor, new york film critics circle award for best,new york film critics circle award for best actor,film,award,new,york,best,critics"
/m/0fhmy,Innsbruck,innsbruck
/m/0r04p,Culver City,"culver,culver city,city,city, culver"
/m/07mgr,Turin,turin
/m/01vzx45,Coolio,coolio
/m/018k8r,Thrissur,thrissur
/m/06hhp,Royal Navy,"royal,navy,royal navy,navy, royal"
/m/03d_w3h,Gillian Anderson,"gillian anderson,anderson,anderson, gillian,gillian"
/m/0kv2r,Humboldt County,"county, humboldt,humboldt county,humboldt,county"
/m/0_lk5,Florence,florence
/m/0x3r3,John Rawls,"rawls,john,john rawls,rawls, john"
/m/029h7y,electro,electro
/m/0dsvzh,Gone Baby Gone,"gone, gone baby,baby,gone,gone baby gone"
/m/02rkkn1,Flight of the Conchords,"the,flight of the conchords,flight,of,conchords,conchords, flight of the"
/m/03ckwzc,Miracle at St. Anna,"anna,anna, miracle at st.,at,miracle,miracle at st. anna,st."
/m/0ky0b,Alpes-Maritimes,alpes-maritimes
/m/0ckcvk,James Levine,"levine, james,james levine,levine,james"
/m/043gj,John Wayne,"john,john wayne,wayne,wayne, john"
/m/08yx9q,Eric Dane,"eric dane,dane, eric,eric,dane"
/m/02py4c8,Angels in America,"angels in america,america, angels in,in,angels,america"
/m/06kl0k,Vidya Balan,"balan,vidya balan,vidya,balan, vidya"
/m/015k7,The Buddha,"buddha,the,the buddha,buddha, the"
/m/017149,Ed Harris,"harris, ed,ed,ed harris,harris"
/m/09v0wy2,Hong Kong Film Award for Best Action Choreography,"kong,action,for,hong kong film award for best action choreography,film,choreography, hong kong film award for best action,award,hong,choreography,best"
/m/03lpp_,Washington Nationals,"washington nationals,washington,nationals, washington,nationals"
/m/01_vfy,Sidney Lumet,"sidney lumet,sidney,lumet,lumet, sidney"
/m/099p5,Linus Pauling,"pauling,linus,linus pauling,pauling, linus"
/m/0n00,Alan Turing,"alan turing,turing, alan,alan,turing"
/m/03f6fl0,Ben Folds,"folds, ben,folds,ben,ben folds"
/m/017mbb,Def Leppard,"def leppard,leppard,def,leppard, def"
/m/05lwjc,hip-hop soul,"hip-hop,soul,soul, hip-hop,hip-hop soul"
/m/0kbvv,2006 Winter Olympics,"olympics, 2006 winter,olympics,2006 winter olympics,winter,2006"
/m/0ckh4k,Neighbours,neighbours
/m/042rlf,Al Hilal SFC,"sfc,al hilal sfc,hilal,sfc, al hilal,al"
/m/0x25q,The Matrix Reloaded,"the matrix reloaded,reloaded,reloaded, the matrix,the,matrix"
/m/01d1yr,Leslie Cheung,"cheung,leslie cheung,leslie,cheung, leslie"
/m/04mky3,Sufjan Stevens,"stevens,sufjan,sufjan stevens,stevens, sufjan"
/m/022dp5,Polish Americans,"polish,americans,americans, polish,polish americans"
/m/0b_4z,Cybill Shepherd,"cybill,shepherd,cybill shepherd,shepherd, cybill"
/m/0b6mgp_,Gary Summers,"summers, gary,summers,gary summers,gary"
/m/09qj50,Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series,"outstanding,for,primetime,a,in,award,primetime emmy award for outstanding lead actress in a comedy series,series, primetime emmy award for outstanding lead actress in a comedy,comedy,lead,actress,emmy,series"
/m/06hdk,Rotterdam,rotterdam
/m/03295l,Filipino Americans,"filipino,americans,filipino americans,americans, filipino"
/m/01z88t,Yemen,yemen
/m/022jr5,Memorial University of Newfoundland,"university,memorial,newfoundland,newfoundland, memorial university of,of,memorial university of newfoundland"
/m/016jll,Johnny Mercer,"johnny mercer,mercer,johnny,mercer, johnny"
/m/0d7m90,ECW on TNN,"ecw on tnn,tnn, ecw on,on,tnn,ecw"
/m/0jg77,Nine Inch Nails,"nine,nails, nine inch,nine inch nails,inch,nails"
/m/05p553,comedy,comedy
/m/05_61y,Hearts and Minds,"hearts and minds,and,minds,hearts,minds, hearts and"
/m/0cv2m,Chhattisgarh,chhattisgarh
/m/0c663,Apulia,apulia
/m/020d5,Confederate States of America,"confederate,confederate states of america,america, confederate states of,of,states,america"
/m/01963w,C. J. Cherryh,"cherryh,c. j. cherryh,cherryh, c. j.,j.,c."
/m/0513yzt,ballet dancer,"dancer,ballet,dancer, ballet,ballet dancer"
/m/0ddf2bm,"Crazy, Stupid, Love.","love.,crazy, stupid, love.,love., crazy, stupid,,stupid,,crazy,"
/m/03j9ml,Maggie Roswell,"roswell,maggie,roswell, maggie,maggie roswell"
/m/01m3x5p,Wynton Marsalis,"wynton,wynton marsalis,marsalis,marsalis, wynton"
/m/037ts6,SC Heerenveen,"sc,heerenveen, sc,sc heerenveen,heerenveen"
/m/0p9z5,Brookline,brookline
/m/03_9x6,Haiti men's national football team,"team, haiti men's national football,haiti,football,haiti men's national football team,team,men's,national"
/m/0k3j0,Franklin County,"county, franklin,county,franklin county,franklin"
/m/01fh0q,Stanley Clarke,"stanley,clarke,clarke, stanley,stanley clarke"
/m/055sjw,Ken Keeler,"keeler, ken,ken,keeler,ken keeler"
/m/01hp5,Batman,batman
/m/036c_0,Tim Matheson,"matheson, tim,tim matheson,matheson,tim"
/m/046mxj,Ronald D. Moore,"d.,moore, ronald d.,moore,ronald d. moore,ronald"
/m/0fz0c2,14th Academy Awards,"14th academy awards,awards, 14th academy,awards,academy,14th"
/m/0fxky3,Alec Berg,"alec,berg,alec berg,berg, alec"
/m/02ql_ms,Kota Srinivasa Rao,"rao,rao, kota srinivasa,srinivasa,kota,kota srinivasa rao"
/m/019jw,blood,blood
/m/01chpn,Adaptation,adaptation
/m/03jht,Hermann Hesse,"hermann hesse,hermann,hesse,hesse, hermann"
/m/011ywj,Gosford Park,"park,park, gosford,gosford,gosford park"
/m/03lb_v,American Academy of Arts and Letters,"arts,american academy of arts and letters,and,academy,letters,of,letters, american academy of arts and,american"
/m/06cx9,republic,republic
/m/03wh8pq,David Lee,"lee,david lee,david,lee, david"
/m/04vvh9,The Cardinal,"cardinal, the,the cardinal,the,cardinal"
/m/0dthsy,35th Academy Awards,"35th,awards, 35th academy,awards,academy,35th academy awards"
/m/02_j8x,Matt Lucas,"lucas, matt,lucas,matt lucas,matt"
/m/03czqs,Bhubaneswar,bhubaneswar
/m/0dz46,Lloyd Alexander,"alexander, lloyd,lloyd,lloyd alexander,alexander"
/m/01cdt5,dyspnea,dyspnea
/m/02bxd,didgeridoo,didgeridoo
/m/03v3xp,Q183178,q183178
/m/03ksy,Harvard University,"university,university, harvard,harvard,harvard university"
/m/0d075m,Democratic Party,"party, democratic,democratic,party,democratic party"
/m/01bb9r,Three Kings,"kings, three,kings,three kings,three"
/m/027t8fw,Dean Semler,"dean semler,semler,dean,semler, dean"
/m/03jgz,historian,historian
/m/0b275x,The CW,"cw,the,the cw,cw, the"
/m/01hjy5,Case Western Reserve University,"university,western,university, case western reserve,reserve,case western reserve university,case"
/m/051hhz,K.S.C. Lokeren Oost-Vlaanderen,"lokeren,oost-vlaanderen,oost-vlaanderen, k.s.c. lokeren,k.s.c. lokeren oost-vlaanderen,k.s.c."
/m/0c4y8,Tennessee Williams,"williams,tennessee,tennessee williams,williams, tennessee"
/m/011wdm,Boulogne-Billancourt,boulogne-billancourt
/m/01xzb6,Don Henley,"don,henley, don,don henley,henley"
/m/04j689,Santos Laguna,"santos,laguna, santos,laguna,santos laguna"
/m/02zs4,Q44294,q44294
/m/0jnkr,Tampa Bay Lightning,"lightning,tampa bay lightning,bay,lightning, tampa bay,tampa"
/m/049fcd,Modena F.C.,"f.c.,modena f.c.,f.c., modena,modena"
/m/0x2fg,homicide,homicide
/m/0fxz4,Montgomery County,"montgomery,county, montgomery,montgomery county,county"
/m/02lvfq,comedy television series,"comedy,series, comedy television,television,comedy television series,series"
/m/0gvs1kt,Extremely Loud and Incredibly Close,"close, extremely loud and incredibly,loud,and,extremely,incredibly,extremely loud and incredibly close,close"
/m/081bls,Screen Gems,"screen,gems,screen gems,gems, screen"
/m/0347db,Neil Patrick Harris,"neil,patrick,harris,harris, neil patrick,neil patrick harris"
/m/02y0yt,Gilbert Gottfried,"gottfried,gilbert,gottfried, gilbert,gilbert gottfried"
/m/0123qq,Angel,angel
/m/0k4y6,Seven Years' War,"seven,war, seven years',war,seven years' war,years'"
/m/010nlt,Monte Carlo,"carlo,carlo, monte,monte,monte carlo"
/m/02w6s3,progressive house,"house, progressive,house,progressive house,progressive"
/m/05xd_v,Michael Murphy,"murphy, michael,murphy,michael,michael murphy"
/m/0jq2r,Last of the Summer Wine,"summer,the,wine, last of the summer,last,of,last of the summer wine,wine"
/m/0l30v,Shasta County,"shasta,county,shasta county,county, shasta"
/m/01vlj1g,Matthew Broderick,"broderick,broderick, matthew,matthew,matthew broderick"
/m/0vrmb,Dearborn,dearborn
/m/01hxs4,Matthew Perry,"perry,matthew,perry, matthew,matthew perry"
/m/0gztl,Southwest Airlines,"southwest,airlines, southwest,southwest airlines,airlines"
/m/02bb26,Trinidad,trinidad
/m/018gkb,Adrian Belew,"adrian,belew, adrian,belew,adrian belew"
/m/0mb2b,New London,"london, new,new,new london,london"
/m/05nrkb,Professional Children's School,"professional,professional children's school,school, professional children's,children's,school"
/m/0gjvqm,Viola Davis,"viola davis,viola,davis,davis, viola"
/m/03f2fw,United States Conference of Catholic Bishops,"united states conference of catholic bishops,conference,united,bishops, united states conference of catholic,bishops,of,catholic,states"
/m/04gcyg,2010: The Year We Make Contact,"2010: the year we make contact,the,contact,contact, 2010: the year we make,make,we,year,2010:"
/m/05dxl5,Andrea Bowen,"bowen,andrea,bowen, andrea,andrea bowen"
/m/015pkt,1960 Winter Olympics,"olympics,1960 winter olympics,1960,olympics, 1960 winter,winter"
/m/01lf293,"Blood, Sweat & Tears","&,tears, blood, sweat &,tears,blood, sweat & tears,sweat,blood,"
/m/0mg1w,fine art,"fine,art,art, fine,fine art"
/m/01hr1,Batman Forever,"forever,batman,batman forever,forever, batman"
/m/03yf5g,Carlos Ruiz,"carlos,ruiz, carlos,ruiz,carlos ruiz"
/m/01dg3s,Poole,poole
/m/0l39b,Provo,provo
/m/07sb1,Tartu,tartu
/m/02k6rq,Jeremy Northam,"northam,jeremy,jeremy northam,northam, jeremy"
/m/034np8,Jason Lee,"lee,jason,jason lee,lee, jason"
/m/09tlh,Nottingham,nottingham
/m/01jssp,University of Pittsburgh,"university,pittsburgh, university of,pittsburgh,of,university of pittsburgh"
/m/09r9m7,Johnny Green,"johnny green,green, johnny,green,johnny"
/m/0c_tl,1896 Summer Olympics,"summer,olympics,1896,olympics, 1896 summer,1896 summer olympics"
/m/01v6480,Jim Dale,"dale, jim,dale,jim,jim dale"
/m/0979zs,Wurlitzer Electric Piano,"wurlitzer,piano,piano, wurlitzer electric,electric,wurlitzer electric piano"
/m/044lyq,Jared Harris,"harris, jared,jared harris,jared,harris"
/m/0d8qb,journalist,journalist
/m/05qtcv,Rajpal Yadav,"yadav, rajpal,rajpal yadav,rajpal,yadav"
/m/0lbbj,1964 Summer Olympics,"summer,olympics, 1964 summer,1964 summer olympics,olympics,1964"
/m/01m4pc,Walsall,walsall
/m/0_z91,Brownsville,brownsville
/m/017180,Quills,quills
/m/0494n,Kabul,kabul
/m/023tp8,Patricia Arquette,"patricia arquette,patricia,arquette,arquette, patricia"
/m/0m_xy,Kilkenny,kilkenny
/m/03ytc,information technology,"technology, information,information technology,information,technology"
/m/01fyzy,Rob Schneider,"schneider, rob,schneider,rob schneider,rob"
/m/037s9x,Washington & Jefferson College,"college, washington & jefferson,&,college,jefferson,washington & jefferson college,washington"
/m/02qyp19,BAFTA Award for Best Original Screenplay,"for,original,award,screenplay,screenplay, bafta award for best original,bafta award for best original screenplay,best,bafta"
/m/0fn2g,Bangkok,bangkok
/m/0h1_w,Fredric March,"march,march, fredric,fredric,fredric march"
/m/047d21r,The Fighter,"fighter, the,the fighter,the,fighter"
/m/01slcv,Dundee F.C.,"dundee f.c.,f.c.,f.c., dundee,dundee"
/m/022s1m,John DiMaggio,"dimaggio, john,dimaggio,john,john dimaggio"
/m/01frpd,Northrop Grumman,"northrop grumman,grumman, northrop,northrop,grumman"
/m/015qsq,Serpico,serpico
/m/07vqnc,SpongeBob SquarePants,"spongebob squarepants,spongebob,squarepants, spongebob,squarepants"
/m/0m_1s,Caen,caen
/m/04l590,Providence Bruins,"providence,bruins, providence,providence bruins,bruins"
/m/03vpf_,Kenneth Mars,"mars,kenneth,mars, kenneth,kenneth mars"
/m/0m_cg,County Clare,"county clare,clare, county,county,clare"
/m/01wz01,Keir Dullea,"keir,dullea, keir,dullea,keir dullea"
/m/02k4b2,Lacey Chabert,"chabert,chabert, lacey,lacey,lacey chabert"
/m/023zd7,Boca Juniors,"juniors,juniors, boca,boca juniors,boca"
/m/0h_9252,66th Tony Awards,"tony,66th,awards, 66th tony,awards,66th tony awards"
/m/02qvhbb,Tanikella Bharani,"bharani,bharani, tanikella,tanikella bharani,tanikella"
/m/07cc8,telepathy,telepathy
/m/02b0yk,Chesterfield F.C.,"chesterfield f.c.,chesterfield,f.c., chesterfield,f.c."
/m/04bbv7,Johnny Yong Bosch,"johnny,johnny yong bosch,bosch,yong,bosch, johnny yong"
/m/0cl8c,Leiden,leiden
/m/02frhbc,Portland,portland
/m/014j0w,Alternative Tentacles,"tentacles, alternative,alternative tentacles,alternative,tentacles"
/m/02897w,Willamette University,"willamette,university,willamette university,university, willamette"
/m/055qm,Marathi,marathi
/m/05jjl,Neil Simon,"neil,neil simon,simon, neil,simon"
/m/050ks,Maine,maine
/m/05hrq4,Sheldon Leonard,"sheldon leonard,leonard, sheldon,sheldon,leonard"
/m/028kj0,Orange County,"county, orange,orange county,county,orange"
/m/0_24q,Scranton,scranton
/m/040_t,John Updike,"updike, john,updike,john,john updike"
/m/0jyb4,Jaws,jaws
/m/01750n,jump blues,"blues,jump blues,blues, jump,jump"
/m/011yn5,As Good as It Gets,"good,gets,gets, as good as it,as good as it gets,as,it"
/m/01bkv,Bulgarian,bulgarian
/m/01qscs,Benicio del Toro,"del,benicio del toro,toro,toro, benicio del,benicio"
/m/0d61px,The Man in the Iron Mask,"mask,iron,the,in,mask, the man in the iron,the man in the iron mask,man"
/m/02rchht,Jon Avnet,"jon avnet,avnet,avnet, jon,jon"
/m/01gn36,Jonathan Winters,"jonathan,jonathan winters,winters,winters, jonathan"
/m/02qjb_,KV Mechelen,"kv mechelen,mechelen,kv,mechelen, kv"
/m/0fjyzt,The Quiet American,"american, the quiet,the,the quiet american,quiet,american"
/m/043sct5,"The Good, the Bad, the Weird","the good, the bad, the weird,bad,,the,good,,weird,weird, the good, the bad, the"
/m/03_8kz,Lou Grant,"lou,grant,grant, lou,lou grant"
/m/01hlwv,JPMorgan Chase,"jpmorgan,chase, jpmorgan,jpmorgan chase,chase"
/m/0cb4j,Orange County,"county, orange,orange county,county,orange"
/m/04zyhx,The Rules of Attraction,"attraction,attraction, the rules of,rules,the,the rules of attraction,of"
/m/02r5dz,Caesars Entertainment Corporation,"caesars,corporation, caesars entertainment,entertainment,corporation,caesars entertainment corporation"
/m/01rc4p,John Astin,"john astin,astin, john,astin,john"
/m/02ly_,Essex,essex
/m/0fngf,Harare,harare
/m/086g2,West Bengal,"west,west bengal,bengal, west,bengal"
/m/03lrc,Hampshire,hampshire
/m/044n3h,Yunjin Kim,"yunjin,kim, yunjin,yunjin kim,kim"
/m/01h0kx,Madchester,madchester
/m/0kvgtf,Even Cowgirls Get the Blues,"the,even cowgirls get the blues,even,blues,blues, even cowgirls get the,cowgirls,get"
/m/04wf_b,Dennis Haysbert,"dennis haysbert,dennis,haysbert,haysbert, dennis"
/m/011ydl,Babe,babe
/m/0190xp,power metal,"metal,power,power metal,metal, power"
/m/015fs3,Western Michigan University,"university,western,michigan,western michigan university,university, western michigan"
/m/018x3,Brian Eno,"eno, brian,eno,brian,brian eno"
/m/034vds,Love of Life,"love,love of life,life, love of,life,of"
/m/0284jb,North Hollywood,"north hollywood,hollywood,hollywood, north,north"
/m/04ggbrk,MeTV,metv
/m/0h3k3f,The Country Girl,"girl, the country,the,the country girl,country,girl"
/m/0cwx_,Carnegie Mellon University,"university,carnegie mellon university,carnegie,mellon,university, carnegie mellon"
/m/0n5gb,Gloucester County,"gloucester county,county, gloucester,gloucester,county"
/m/0214m4,Bromley,bromley
/m/086nl7,Bill Hader,"bill hader,bill,hader, bill,hader"
/m/05tgks,Maid in Manhattan,"manhattan,manhattan, maid in,maid in manhattan,maid,in"
/m/0jv5x,Swindon Town F.C.,"town,f.c., swindon town,swindon,swindon town f.c.,f.c."
/m/0cc8l6d,Daytime Emmy Award for Outstanding Children's Animated Program,"outstanding,for,animated,program,daytime,award,daytime emmy award for outstanding children's animated program,children's,emmy,program, daytime emmy award for outstanding children's animated"
/m/0dzf_,Robin Williams,"robin,williams,robin williams,williams, robin"
/m/0bkbm,spy film,"spy film,film, spy,film,spy"
/m/0dttf,Addis Ababa,"addis ababa,addis,ababa,ababa, addis"
/m/080_y,Valencia CF,"valencia,cf, valencia,cf,valencia cf"
/m/099ks0,Yash Raj Films,"films, yash raj,yash raj films,yash,films,raj"
/m/01dtq1,Quito,quito
/m/0gy1_,WWE,wwe
/m/02bb8j,Communist Party of the United States of America,"communist,united,party,the,america, communist party of the united states of,america,communist party of the united states of america,of,states"
/m/0fz20l,16th Academy Awards,"16th,16th academy awards,awards,academy,awards, 16th academy"
/m/01pcdn,Kristin Davis,"davis,davis, kristin,kristin,kristin davis"
/m/01rp13,Malcolm in the Middle,"middle,malcolm,the,malcolm in the middle,middle, malcolm in the,in"
/m/09ftwr,Bob Rafelson,"bob,bob rafelson,rafelson,rafelson, bob"
/m/081jbk,Hilary Haag,"haag, hilary,hilary haag,hilary,haag"
/m/0n6mc,Washoe County,"washoe county,county,county, washoe,washoe"
/m/0qzhw,Eureka,eureka
/m/01k6y1,Kingdom of Prussia,"kingdom of prussia,prussia, kingdom of,prussia,kingdom,of"
/m/0969fd,Edward Said,"said,said, edward,edward,edward said"
/m/0d8r8,Lille,lille
/m/04zpv,milk,milk
/m/0jxy,anime,anime
/m/01q03,cult film,"film,cult,film, cult,cult film"
/m/01vqq1,New Westminster,"westminster,new westminster,new,westminster, new"
/m/01nqfh_,Brian Tyler,"brian tyler,tyler,brian,tyler, brian"
/m/02f72n,MTV Video Music Award for Best Visual Effects,"mtv,music,for,mtv video music award for best visual effects,award,effects,video,visual,best,effects, mtv video music award for best visual"
/m/0d085,Pulitzer Prize for Drama,"pulitzer,prize,for,drama,pulitzer prize for drama,drama, pulitzer prize for"
/m/06fz_,Rhine,rhine
/m/01d6g,Baltimore Orioles,"baltimore orioles,orioles,orioles, baltimore,baltimore"
/m/0204jh,Bronx High School of Science,"high,science,bronx,of,science, bronx high school of,school,bronx high school of science"
/m/0kn3g,Ralph Vaughan Williams,"vaughan,williams, ralph vaughan,williams,ralph vaughan williams,ralph"
/m/06j6l,rhythm and blues,"and,blues, rhythm and,rhythm,blues,rhythm and blues"
/m/03fykz,David X. Cohen,"cohen, david x.,x.,cohen,david,david x. cohen"
/m/048htn,Unfaithful,unfaithful
